,Unnamed: 0,Sort ,State,FIPS ,County ,CountySeat(s) ,Population(2010),LandAreakm2 ,LandAreami2 ,WaterAreakm2 ,WaterAreami2 ,TotalAreakm2 ,TotalAreami2 ,Latitude ,Longitude,Hover,NEVER MASK,max_risk
110,110,111,AZ,04027,Yuma,Yuma,195751,14281.173999999999,5513.991999999999,13.254,5.117,14294.428,5519.109,32.773942,-113.910905,"Yuma<br>Every 10,000 People 80.0 Not using Mask<br>Max of 44.0 People can get Infected",80.0,44.0
111,111,112,AR,05001,Arkansas,"De Witt, Stuttgart",19019,2560.903,988.77,116.496,44.979,2677.3979999999997,1033.749,34.289574,-91.376547,"Arkansas<br>Every 10,000 People 190.0 Not using Mask<br>Max of 9.0 People can get Infected",190.0,9.0
112,112,113,AR,05003,Ashley,Hamburg,21853,2396.6420000000003,925.3489999999999,39.311,15.178,2435.953,940.5269999999999,33.190835,-91.772267,"Ashley<br>Every 10,000 People 230.0 Not using Mask<br>Max of 2.0 People can get Infected",230.0,2.0
113,113,114,AR,05005,Baxter,Mountain Home,41513,1435.588,554.283,83.997,32.432,1519.585,586.715,36.28071,-92.330438,"Baxter<br>Every 10,000 People 1500.0 Not using Mask<br>Max of 7.0 People can get Infected",1500.0,7.0
114,114,115,AR,05007,Benton,Bentonville,221339,2194.645,847.357,94.662,36.549,2289.3070000000002,883.9060000000001,36.337825,-94.256187,"Benton<br>Every 10,000 People 810.0 Not using Mask<br>Max of 95.0 People can get Infected",810.0,95.0
115,115,116,AR,05009,Boone,Harrison,36903,1528.692,590.231,30.044,11.600,1558.737,601.831,36.304308,-93.079204,"Boone<br>Every 10,000 People 1290.0 Not using Mask<br>Max of 9.0 People can get Infected",1290.0,9.0
116,116,117,AR,05011,Bradley,Warren,11508,1681.5,649.231,9.547,3.686,1691.047,652.9169999999999,33.463819,-92.168164,"Bradley<br>Every 10,000 People 940.0 Not using Mask<br>Max of 0.0 People can get Infected",940.0,0.0
117,117,118,AR,05013,Calhoun,Hampton,5368,1628.017,628.581,9.926,3.833,1637.943,632.414,33.56046,-92.513879,"Calhoun<br>Every 10,000 People 1450.0 Not using Mask<br>Max of 0.0 People can get Infected",1450.0,0.0
118,118,119,AR,05015,Carroll,"Berryville, Eureka Springs",27446,1631.9170000000001,630.087,22.566,8.713,1654.484,638.8,36.337773999999996,-93.541663,"Carroll<br>Every 10,000 People 1110.0 Not using Mask<br>Max of 5.0 People can get Infected",1110.0,5.0
119,119,120,AR,05017,Chicot,Lake Village,11800,1668.74,644.304,120.392,46.483,1789.132,690.7869999999999,33.267139,-91.297158,"Chicot<br>Every 10,000 People 1040.0 Not using Mask<br>Max of 6.0 People can get Infected",1040.0,6.0
120,120,121,AR,05019,Clark,Arkadelphia,22995,2243.1220000000003,866.074,43.396,16.755,2286.518,882.829,34.053312,-93.17620500000001,"Clark<br>Every 10,000 People 800.0 Not using Mask<br>Max of 23.0 People can get Infected",800.0,23.0
121,121,122,AR,05021,Clay,"Piggott, Corning",16083,1656.2060000000001,639.465,5.106,1.971,1661.3120000000001,641.436,36.367302,-90.418704,"Clay<br>Every 10,000 People 820.0 Not using Mask<br>Max of 19.0 People can get Infected",820.0,19.0
122,122,123,AR,05023,Cleburne,Heber Springs,25970,1434.056,553.692,99.015,38.230,1533.0710000000001,591.922,35.566288,-92.059974,"Cleburne<br>Every 10,000 People 360.0 Not using Mask<br>Max of 2.0 People can get Infected",360.0,2.0
123,123,124,AR,05025,Cleveland,Rison,8689,1548.2520000000002,597.783,2.500,0.965,1550.7520000000002,598.748,33.893201,-92.188714,"Cleveland<br>Every 10,000 People 1070.0 Not using Mask<br>Max of 2.0 People can get Infected",1070.0,2.0
124,124,125,AR,05027,Columbia,Magnolia,24552,1984.067,766.053,1.814,0.700,1985.88,766.753,33.215070000000004,-93.226901,"Columbia<br>Every 10,000 People 2410.0 Not using Mask<br>Max of 2.0 People can get Infected",2410.0,2.0
125,125,126,AR,05029,Conway,Morrilton,21273,1430.32,552.25,37.343,14.418,1467.662,566.668,35.265702000000005,-92.68924799999999,"Conway<br>Every 10,000 People 710.0 Not using Mask<br>Max of 0.0 People can get Infected",710.0,0.0
126,126,127,AR,05031,Craighead,"Lake City, Jonesboro",96443,1831.656,707.206,14.162,5.468,1845.818,712.674,35.828268,-90.630411,"Craighead<br>Every 10,000 People 780.0 Not using Mask<br>Max of 119.0 People can get Infected",780.0,119.0
127,127,128,AR,05033,Crawford,Van Buren,61948,1536.1070000000002,593.094,28.874,11.148,1564.981,604.242,35.583040999999994,-94.23622399999999,"Crawford<br>Every 10,000 People 1550.0 Not using Mask<br>Max of 33.0 People can get Infected",1550.0,33.0
128,128,129,AR,05035,Crittenden,Marion,50902,1579.2720000000002,609.76,68.939,26.617,1648.211,636.377,35.211878000000006,-90.315331,"Crittenden<br>Every 10,000 People 590.0 Not using Mask<br>Max of 12.0 People can get Infected",590.0,12.0
129,129,130,AR,05037,Cross,Wynne,17870,1596.418,616.381,15.349,5.926,1611.767,622.307,35.291259000000004,-90.773894,"Cross<br>Every 10,000 People 970.0 Not using Mask<br>Max of 16.0 People can get Infected",970.0,16.0
130,130,131,AR,05039,Dallas,Fordyce,8116,1728.523,667.3860000000001,1.864,0.720,1730.3870000000002,668.1060000000001,33.967822999999996,-92.653999,"Dallas<br>Every 10,000 People 1970.0 Not using Mask<br>Max of 0.0 People can get Infected",1970.0,0.0
131,131,132,AR,05041,Desha,Arkansas City,13008,1989.504,768.1519999999999,133.058,51.374,2122.563,819.5260000000001,33.828748,-91.244427,"Desha<br>Every 10,000 People 780.0 Not using Mask<br>Max of 7.0 People can get Infected",780.0,7.0
132,132,133,AR,05043,Drew,Monticello,18509,2145.431,828.3560000000001,18.921,7.305,2164.3520000000003,835.6610000000001,33.587241999999996,-91.722778,"Drew<br>Every 10,000 People 630.0 Not using Mask<br>Max of 0.0 People can get Infected",630.0,0.0
133,133,134,AR,05045,Faulkner,Conway,113237,1678.013,647.884,41.927,16.188,1719.94,664.072,35.146356,-92.32465400000001,"Faulkner<br>Every 10,000 People 660.0 Not using Mask<br>Max of 26.0 People can get Infected",660.0,26.0
134,134,135,AR,05047,Franklin,"Charleston, Ozark",18125,1576.932,608.857,27.934,10.785,1604.866,619.6419999999999,35.508573,-93.887672,"Franklin<br>Every 10,000 People 1490.0 Not using Mask<br>Max of 9.0 People can get Infected",1490.0,9.0
135,135,136,AR,05049,Fulton,Salem,12245,1601.114,618.194,5.527,2.134,1606.642,620.328,36.383443,-91.819239,"Fulton<br>Every 10,000 People 1050.0 Not using Mask<br>Max of 7.0 People can get Infected",1050.0,7.0
136,136,137,AR,05051,Garland,Hot Springs,96024,1755.445,677.7810000000001,147.214,56.840,1902.6589999999999,734.6210000000001,34.578860999999996,-93.146915,"Garland<br>Every 10,000 People 250.0 Not using Mask<br>Max of 47.0 People can get Infected",250.0,47.0
137,137,138,AR,05053,Grant,Sheridan,17853,1636.3770000000002,631.809,2.904,1.121,1639.281,632.93,34.288063,-92.42398399999999,"Grant<br>Every 10,000 People 820.0 Not using Mask<br>Max of 5.0 People can get Infected",820.0,5.0
138,138,139,AR,05055,Greene,Paragould,42090,1496.233,577.6990000000001,4.827,1.864,1501.06,579.563,36.119921999999995,-90.565241,"Greene<br>Every 10,000 People 620.0 Not using Mask<br>Max of 14.0 People can get Infected",620.0,14.0
139,139,140,AR,05057,Hempstead,Hope,22609,1884.2679999999998,727.52,35.372,13.657,1919.64,741.177,33.728611,-93.665809,"Hempstead<br>Every 10,000 People 980.0 Not using Mask<br>Max of 0.0 People can get Infected",980.0,0.0
140,140,141,AR,05059,Hot Spring,Malvern,32923,1593.3670000000002,615.202,18.053,6.970,1611.42,622.172,34.315177,-92.944147,"Hot Spring<br>Every 10,000 People 590.0 Not using Mask<br>Max of 8.0 People can get Infected",590.0,8.0
141,141,142,AR,05061,Howard,Nashville,13789,1524.3470000000002,588.554,17.509,6.760,1541.856,595.314,34.083179,-93.990988,"Howard<br>Every 10,000 People 810.0 Not using Mask<br>Max of 3.0 People can get Infected",810.0,3.0
142,142,143,AR,05063,Independence,Batesville,36647,1978.629,763.953,19.594,7.565,1998.223,771.518,35.737499,-91.559942,"Independence<br>Every 10,000 People 1370.0 Not using Mask<br>Max of 28.0 People can get Infected",1370.0,28.0
143,143,144,AR,05065,Izard,Melbourne,13696,1503.6860000000001,580.577,8.913,3.441,1512.599,584.018,36.094879,-91.913625,"Izard<br>Every 10,000 People 860.0 Not using Mask<br>Max of 2.0 People can get Infected",860.0,2.0
144,144,145,AR,05067,Jackson,Newport,17997,1641.8929999999998,633.938,19.588,7.563,1661.481,641.501,35.596605,-91.223178,"Jackson<br>Every 10,000 People 1160.0 Not using Mask<br>Max of 7.0 People can get Infected",1160.0,7.0
145,145,146,AR,05069,Jefferson,Pine Bluff,77435,2255.221,870.7460000000001,111.448,43.030,2366.6679999999997,913.7760000000001,34.277696,-91.930701,"Jefferson<br>Every 10,000 People 420.0 Not using Mask<br>Max of 58.0 People can get Infected",420.0,58.0
146,146,147,AR,05071,Johnson,Clarksville,25540,1708.8829999999998,659.804,59.416,22.940,1768.299,682.7439999999999,35.573359,-93.46632199999999,"Johnson<br>Every 10,000 People 1440.0 Not using Mask<br>Max of 8.0 People can get Infected",1440.0,8.0
147,147,148,AR,05073,Lafayette,Lewisville,7645,1368.2079999999999,528.268,43.539,16.811,1411.7479999999998,545.0790000000001,33.24066,-93.611643,"Lafayette<br>Every 10,000 People 1200.0 Not using Mask<br>Max of 2.0 People can get Infected",1200.0,2.0
148,148,149,AR,05075,Lawrence,Walnut Ridge,17415,1521.9129999999998,587.614,12.245,4.728,1534.158,592.342,36.041098,-91.101153,"Lawrence<br>Every 10,000 People 850.0 Not using Mask<br>Max of 6.0 People can get Infected",850.0,6.0
149,149,150,AR,05077,Lee,Marianna,10424,1560.781,602.621,43.722,16.881,1604.503,619.502,34.77975,-90.779288,"Lee<br>Every 10,000 People 1030.0 Not using Mask<br>Max of 3.0 People can get Infected",1030.0,3.0
150,150,151,AR,05079,Lincoln,Star City,14134,1454.3210000000001,561.5169999999999,27.631,10.668,1481.9520000000002,572.185,33.957665000000006,-91.727624,"Lincoln<br>Every 10,000 People 350.0 Not using Mask<br>Max of 281.0 People can get Infected",350.0,281.0
151,151,152,AR,05081,Little River,Ashdown,13171,1378.53,532.253,84.208,32.513,1462.737,564.766,33.699496999999994,-94.229774,"Little River<br>Every 10,000 People 740.0 Not using Mask<br>Max of 7.0 People can get Infected",740.0,7.0
152,152,153,AR,05083,Logan,"Booneville, Paris",22353,1834.0339999999999,708.125,60.696,23.435,1894.731,731.56,35.21855,-93.720563,"Logan<br>Every 10,000 People 1480.0 Not using Mask<br>Max of 0.0 People can get Infected",1480.0,0.0
153,153,154,AR,05085,Lonoke,Lonoke,68356,1996.1770000000001,770.7280000000001,83.170,32.112,2079.347,802.84,34.755114,-91.894132,"Lonoke<br>Every 10,000 People 480.0 Not using Mask<br>Max of 30.0 People can get Infected",480.0,30.0
154,154,155,AR,05087,Madison,Huntsville,15717,2160.7110000000002,834.255,7.316,2.825,2168.028,837.08,36.012545,-93.724053,"Madison<br>Every 10,000 People 750.0 Not using Mask<br>Max of 9.0 People can get Infected",750.0,9.0
155,155,156,AR,05089,Marion,Yellville,16653,1546.245,597.009,112.175,43.311,1658.42,640.32,36.266656,-92.678588,"Marion<br>Every 10,000 People 1710.0 Not using Mask<br>Max of 7.0 People can get Infected",1710.0,7.0
156,156,157,AR,05091,Miller,Texarkana,43462,1620.24,625.578,31.264,12.071,1651.504,637.649,33.305505,-93.90150899999999,"Miller<br>Every 10,000 People 640.0 Not using Mask<br>Max of 9.0 People can get Infected",640.0,9.0
157,157,158,AR,05093,Mississippi,"Blytheville, Osceola",46480,2332.476,900.574,49.826,19.238,2382.302,919.812,35.766943,-90.05220899999999,"Mississippi<br>Every 10,000 People 330.0 Not using Mask<br>Max of 20.0 People can get Infected",330.0,20.0
158,158,159,AR,05095,Monroe,Clarendon,8149,1572.4389999999999,607.122,36.715,14.176,1609.154,621.298,34.679513,-91.203314,"Monroe<br>Every 10,000 People 680.0 Not using Mask<br>Max of 2.0 People can get Infected",680.0,2.0
159,159,160,AR,05097,Montgomery,Mount Ida,9487,2019.88,779.88,52.860,20.409,2072.74,800.289,34.545652000000004,-93.664147,"Montgomery<br>Every 10,000 People 810.0 Not using Mask<br>Max of 5.0 People can get Infected",810.0,5.0
160,160,161,AR,05099,Nevada,Prescott,8997,1600.19,617.837,7.258,2.802,1607.4470000000001,620.639,33.666699,-93.305072,"Nevada<br>Every 10,000 People 1430.0 Not using Mask<br>Max of 5.0 People can get Infected",1430.0,5.0
161,161,162,AR,05101,Newton,Jasper,8330,2126.11,820.8960000000001,5.932,2.290,2132.042,823.186,35.910063,-93.21508399999999,"Newton<br>Every 10,000 People 1070.0 Not using Mask<br>Max of 5.0 People can get Infected",1070.0,5.0
162,162,163,AR,05103,Ouachita,Camden,26120,1897.9,732.783,18.050,6.969,1915.95,739.752,33.591158,-92.87841800000001,"Ouachita<br>Every 10,000 People 1510.0 Not using Mask<br>Max of 5.0 People can get Infected",1510.0,5.0
163,163,164,AR,05105,Perry,Perryville,10445,1428.126,551.4019999999999,23.649,9.131,1451.775,560.533,34.946363,-92.926877,"Perry<br>Every 10,000 People 980.0 Not using Mask<br>Max of 0.0 People can get Infected",980.0,0.0
164,164,165,AR,05107,Phillips,Helena-West Helena,21757,1801.7579999999998,695.663,82.056,31.682,1883.8139999999999,727.345,34.425841999999996,-90.848386,"Phillips<br>Every 10,000 People 520.0 Not using Mask<br>Max of 8.0 People can get Infected",520.0,8.0
165,165,166,AR,05109,Pike,Murfreesboro,11291,1555.592,600.618,34.996,13.512,1590.588,614.13,34.158190999999995,-93.658659,"Pike<br>Every 10,000 People 640.0 Not using Mask<br>Max of 7.0 People can get Infected",640.0,7.0
166,166,167,AR,05111,Poinsett,Harrisburg,24583,1964.2179999999998,758.3889999999999,13.523,5.221,1977.74,763.61,35.568981,-90.680595,"Poinsett<br>Every 10,000 People 770.0 Not using Mask<br>Max of 14.0 People can get Infected",770.0,14.0
167,167,168,AR,05113,Polk,Mena,20662,2221.3779999999997,857.679,12.387,4.783,2233.765,862.462,34.490915,-94.230884,"Polk<br>Every 10,000 People 1800.0 Not using Mask<br>Max of 5.0 People can get Infected",1800.0,5.0
168,168,169,AR,05115,Pope,Russellville,61754,2104.491,812.548,47.207,18.227,2151.697,830.775,35.455296999999995,-93.03153499999999,"Pope<br>Every 10,000 People 820.0 Not using Mask<br>Max of 30.0 People can get Infected",820.0,30.0
169,169,170,AR,05117,Prairie,"Des Arc, De Valls Bluff",8715,1678.204,647.9580000000001,71.629,27.656,1749.8329999999999,675.6139999999999,34.828225,-91.5572,"Prairie<br>Every 10,000 People 620.0 Not using Mask<br>Max of 3.0 People can get Infected",620.0,3.0
170,170,171,AR,05119,Pulaski,Little Rock,382748,1967.777,759.763,124.062,47.900,2091.839,807.663,34.773988,-92.316515,"Pulaski<br>Every 10,000 People 280.0 Not using Mask<br>Max of 142.0 People can get Infected",280.0,142.0
171,171,172,AR,05121,Randolph,Pocahontas,17969,1689.1660000000002,652.191,9.968,3.849,1699.134,656.04,36.341299,-91.028441,"Randolph<br>Every 10,000 People 510.0 Not using Mask<br>Max of 8.0 People can get Infected",510.0,8.0
172,172,173,AR,05123,St. Francis,Forrest City,28258,1644.049,634.771,20.050,7.741,1664.099,642.512,35.014438,-90.742199,"St. Francis<br>Every 10,000 People 870.0 Not using Mask<br>Max of 8.0 People can get Infected",870.0,8.0
173,173,174,AR,05125,Saline,Benton,107118,1874.125,723.6039999999999,17.836,6.886,1891.96,730.49,34.648525,-92.674463,"Saline<br>Every 10,000 People 660.0 Not using Mask<br>Max of 30.0 People can get Infected",660.0,30.0
174,174,175,AR,05127,Scott,Waldron,11233,2311.098,892.32,14.901,5.753,2325.999,898.073,34.858869,-94.063641,"Scott<br>Every 10,000 People 1550.0 Not using Mask<br>Max of 2.0 People can get Infected",1550.0,2.0
175,175,176,AR,05129,Searcy,Marshall,8195,1725.1770000000001,666.095,6.257,2.416,1731.434,668.5110000000001,35.909659999999995,-92.69935100000001,"Searcy<br>Every 10,000 People 1000.0 Not using Mask<br>Max of 5.0 People can get Infected",1000.0,5.0
176,176,177,AR,05131,Sebastian,"Greenwood, Fort Smith",125744,1377.644,531.911,36.906,14.249,1414.549,546.16,35.196981,-94.274989,"Sebastian<br>Every 10,000 People 1210.0 Not using Mask<br>Max of 33.0 People can get Infected",1210.0,33.0
177,177,178,AR,05133,Sevier,De Queen,17058,1463.67,565.126,41.831,16.151,1505.501,581.2769999999999,33.994608,-94.24329,"Sevier<br>Every 10,000 People 1200.0 Not using Mask<br>Max of 2.0 People can get Infected",1200.0,2.0
178,178,179,AR,05135,Sharp,Ash Flat,17264,1565.489,604.439,5.173,1.997,1570.662,606.436,36.173398999999996,-91.471069,"Sharp<br>Every 10,000 People 670.0 Not using Mask<br>Max of 2.0 People can get Infected",670.0,2.0
179,179,180,AR,05137,Stone,Mountain View,12394,1570.5810000000001,606.405,7.839,3.027,1578.42,609.432,35.856989,-92.14049399999999,"Stone<br>Every 10,000 People 670.0 Not using Mask<br>Max of 2.0 People can get Infected",670.0,2.0
180,180,181,AR,05139,Union,El Dorado,41639,2691.553,1039.214,41.402,15.985,2732.954,1055.1989999999998,33.168219,-92.598145,"Union<br>Every 10,000 People 1160.0 Not using Mask<br>Max of 33.0 People can get Infected",1160.0,33.0
181,181,182,AR,05141,Van Buren,Clinton,17295,1834.082,708.143,41.806,16.141,1875.888,724.284,35.582959,-92.515977,"Van Buren<br>Every 10,000 People 330.0 Not using Mask<br>Max of 5.0 People can get Infected",330.0,5.0
182,182,183,AR,05143,Washington,Fayetteville,203065,2439.6820000000002,941.966,27.047,10.443,2466.729,952.409,35.971209,-94.218417,"Washington<br>Every 10,000 People 340.0 Not using Mask<br>Max of 353.0 People can get Infected",340.0,353.0
183,183,184,AR,05145,White,Searcy,77076,2680.833,1035.075,18.311,7.070,2699.1440000000002,1042.145,35.254721999999994,-91.753158,"White<br>Every 10,000 People 260.0 Not using Mask<br>Max of 30.0 People can get Infected",260.0,30.0
184,184,185,AR,05147,Woodruff,Augusta,7260,1519.781,586.7909999999999,18.708,7.223,1538.489,594.014,35.189071000000006,-91.24441800000001,"Woodruff<br>Every 10,000 People 590.0 Not using Mask<br>Max of 0.0 People can get Infected",590.0,0.0
185,185,186,AR,05149,Yell,"Dardanelle, Danville",22185,2408.647,929.9839999999999,48.880,18.873,2457.528,948.857,34.997713,-93.408303,"Yell<br>Every 10,000 People 1160.0 Not using Mask<br>Max of 6.0 People can get Infected",1160.0,6.0
186,186,187,CA,06001,Alameda,Oakland,1510271,1914.046,739.0169999999999,213.185,82.311,2127.231,821.328,37.648081,-121.91330400000001,"Alameda<br>Every 10,000 People 190.0 Not using Mask<br>Max of 292.0 People can get Infected",190.0,292.0
187,187,188,CA,06003,Alpine,Markleeville,1175,1912.2720000000002,738.332,12.557,4.848,1924.829,743.18,38.61761,-119.798999,"Alpine<br>Every 10,000 People 250.0 Not using Mask<br>Max of 0.0 People can get Infected",250.0,0.0
188,188,189,CA,06005,Amador,Jackson,38091,1539.963,594.5830000000001,29.457,11.373,1569.42,605.956,38.44355,-120.653856,"Amador<br>Every 10,000 People 450.0 Not using Mask<br>Max of 68.0 People can get Infected",450.0,68.0
189,189,190,CA,06007,Butte,Oroville,220000,4238.423,1636.464,105.326,40.667,4343.749,1677.131,39.665959,-121.601919,"Butte<br>Every 10,000 People 150.0 Not using Mask<br>Max of 171.0 People can get Infected",150.0,171.0
190,190,191,CA,06009,Calaveras,San Andreas,45578,2641.82,1020.012,43.810,16.915,2685.63,1036.927,38.187844,-120.55511499999999,"Calaveras<br>Every 10,000 People 450.0 Not using Mask<br>Max of 37.0 People can get Infected",450.0,37.0
191,191,192,CA,06011,Colusa,Colusa,21419,2980.3790000000004,1150.731,14.581,5.630,2994.96,1156.361,39.177739,-122.237563,"Colusa<br>Every 10,000 People 270.0 Not using Mask<br>Max of 5.0 People can get Infected",270.0,5.0
192,192,193,CA,06013,Contra Costa,Martinez,1049025,1854.269,715.937,227.485,87.833,2081.754,803.77,37.919478999999995,-121.95154299999999,"Contra Costa<br>Every 10,000 People 180.0 Not using Mask<br>Max of 466.0 People can get Infected",180.0,466.0
193,193,194,CA,06015,Del Norte,Crescent City,28610,2606.494,1006.373,578.526,223.370,3185.02,1229.743,41.749903,-123.980998,"Del Norte<br>Every 10,000 People 100.0 Not using Mask<br>Max of 0.0 People can get Infected",100.0,0.0
